,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound,asin,user_name,review_star,review_title,review,product_type,location,date
826,0.16837260127067566,0.44505611062049866,0.3865712285041809,0.0,0.812,0.188,0.8225,B00NV5FO2U,Lorraine DeCuzzi,4.0,Flavor is nice,"Not able to use the whole scoop to get all of the grams of protein, as it is too overpowering. I do like the flavor, as it adds the vanilla I like and blends well in my smoothies. I do want to taste more than the protein itself, that is why I don't use the whole scoop. Will buy again.",Flavor Name: Vanilla,the United States,2023-05-06
827,0.034311339259147644,0.4417946934700012,0.5238939523696899,0.0,0.88,0.12,0.2942,B00NV5FO2U,Lisa Agron,3.0,Hard to open,I am going the taste is worth the effort to open it. Now how do I keep it fresh?!,Flavor Name: Chocolate,the United States,2023-10-14
828,0.0015602376079186797,0.010234668850898743,0.988205075263977,0.0,0.4,0.6,0.8398,B00NV5FO2U,Str8updesigns,5.0,Great Quality,First time buyer and I'm well pleased. Delicious taste!,Flavor Name: Vanilla,the United States,2023-10-18
829,0.08158615976572037,0.6453216075897217,0.2730921506881714,0.0,0.643,0.357,0.7269,B00NV5FO2U,Elizabeth C.,4.0,Organic protein for smoothies,Just wish it had more nutrition so I use in addition to another kind.,Flavor Name: Vanilla,the United States,2023-07-03
830,0.0012897332198917866,0.020932063460350037,0.9777782559394836,0.0,0.682,0.318,0.926,B00NV5FO2U,Melissa Montgomery,5.0,Great taste,This proteins supplement is definitely a great by the taste is great. I mix it in my almond milk and I take it in the morning and it helps to hold my appetite over until lunchtime.,Flavor Name: Vanilla,the United States,2023-09-15
831,0.9470235705375671,0.04755779728293419,0.0054185641929507256,0.487,0.513,0.0,-0.4303,B00NV5FO2U,Beajay,3.0,Just ok,Was not impressed! Grainy,Flavor Name: Vanilla,the United States,2023-10-29
832,0.608122706413269,0.32915937900543213,0.06271792203187943,0.072,0.877,0.051,-0.4753,B00NV5FO2U,Overlord Nanie,2.0,Good but impossible to open,The previous containers were simple. I have failed to open these two new ones and I am frustrated about it. It appears that simply smashing it with a claw hammer is the only option for me.Edit: I found the secret! So you turn it until it is tight and unwieldy and take a sacrificial butterknife and jab it up in that lip like it is an antique jar of pickles. You pull back a little with it to try to get a little vacuum going and go around the edge a little. It comes off easily afterward.,Flavor Name: Chocolate,the United States,2023-11-30
833,0.015378328040242195,0.09375449270009995,0.8908671140670776,0.045,0.753,0.202,0.8834,B00NV5FO2U,Doc Schreiber,5.0,Great powder,"One of the best plant based protein powders I tried. Great chocolate flavor, mixes well and has a high protein content.Also, unlike some competitors that still use sucralose, this one doesn't. Latest research indicates that sucralose has ability to damage DNA, yet many protein powder manufacturers still use it. Another reason why this one would be one of my top choices. Subscribed.",Flavor Name: Chocolate,the United States,2023-08-01
834,0.0019025265937671065,0.02703356184065342,0.9710638523101807,0.0,0.556,0.444,0.7506,B00NV5FO2U,Nino Pelaez,5.0,Tastes good,My kids loves the taste. Both are active in sports,Flavor Name: Chocolate,the United States,2023-10-13
835,0.6039078831672668,0.320779412984848,0.07531265169382095,0.054,0.846,0.1,0.4019,B00NV5FO2U,Tri Tran,3.0,Don’t like the Vanilla Taste,Been using Muscle Milk vanilla creme which tasted great but wanted to try a different brand without sucralose.  So tried this with the vanilla flavor.  Unfortunately I didn’t like the taste which could be a personal thing.  My wife didn’t seem to mind it as much as I did hence the 3 stars vs 1 ( splitting the difference),VINE VOICE,the United States,2023-08-19
836,0.007575155235826969,0.07638190686702728,0.9160429239273071,0.064,0.677,0.259,0.9588,B00NV5FO2U,Laurie,4.0,Strong Taste of Stevia,"This protein powder has a great chocolate taste, but also a very strong flavor of Stevia. It is thick and hard to stir, but works great in the blender. I blended it with strawberries and a little agave syrup which made it more palatable. I’ve been struggling to find a dairy free powder. I’ll use the jar I bought, and use it again unless I can find another without Stevia.",Flavor Name: Chocolate,the United States,2023-03-03
837,0.004657020792365074,0.17789220809936523,0.817450761795044,0.0,0.748,0.252,0.8449,B00NV5FO2U,Jennifer L,4.0,Good flavor...seems to blend pretty well,"This has a lot of flavor, but be aware the scoop is very big, so make sure you are adding plenty of liquid to make it smooth and easy to drink.",Flavor Name: Vanilla,the United States,2023-05-22
838,0.9450446963310242,0.048654891550540924,0.006300369743257761,0.183,0.796,0.021,-0.9577,B00NV5FO2U,Adam,2.0,"Less product for your money, what a joke.","I bought this on a subscription, and they second order came in and the weight of product went from 1.35 lbs to 1.25 lbs...the labeling says ""new look"" and they even have a tag hanging off of it saying ""60% more servings"" and in small print under that ""than the competitor""...how terribly deceiving they are being with this. It's terrible business and makes me ready to look into alternatives. So sad and whoever decided to try and deceive their customers should be ashamed of themselves.2 stars just because the protein mix is actually decent or else it would get a 1 star for terrible business practice.",Flavor Name: Chocolate,the United States,2023-11-08
839,0.0206269733607769,0.2110026478767395,0.7683703303337097,0.055,0.879,0.066,0.0726,B00NV5FO2U,von Diesel,3.0,"Smaller tub, same price","EDIT: 8/14/23, Over the past few months the manufacturer has shrunk the product size from 1.5 pounds (680 grams) down to 1.25 pounds (567 grams). But they still charge the same price, so you get 17% less for your money. It's still decent protein powder, but not nearly as good a deal as it was a few months ago. I'm likely to start looking for a different brand. Original review below.Taste is subjective, but I think the chocolate is good. After a workout I blend a smaller scoop (about 25g) with a cup of ice, half a banana, and about 7oz of almond or oat milk. For me it blends well and isn't grainy.",Flavor Name: Chocolate,the United States,2023-05-15
840,0.21322765946388245,0.3268199861049652,0.45995238423347473,0.1,0.766,0.134,0.8635,B00NV5FO2U,Teresa Darpoh,4.0,I'm really bummed!,"I purchased Organic Protein three times. Twice, the chocolate, and once the vanilla. I really liked the taste of both, and along with a low carb diet I have lost 23 pounds in about 2&1/2 months! Sounds great, right? Everything except the ever increasing realization that my morning protein shake was giving me extreme abdominal cramping. Not to mention horrendous gas that was becoming very difficult to hide. I was popping gas pills like candy and it was doing nothing to curb the stomach pain and bloat. As I said, it took me awhile to narrow it down to the Organic Protein, but having not had a shake for 5 days, thankfully the gas has subsided. The constipation remains. I believe this is a great product, it just didn't jive well with my system. If you're thinking of giving it a try, consider how delicate of a digestive system you have. Otherwise, I'd still go for it!",Flavor Name: Chocolate,the United States,2022-05-28
841,0.001373135019093752,0.04412313178181648,0.9545037150382996,0.159,0.621,0.22,0.2247,B00NV5FO2U,victoria,4.0,Tastes good.,Using to aid in weight loss. Really good in my smoothies.,Flavor Name: Vanilla,the United States,2023-06-20
842,0.0015053944662213326,0.0075322287157177925,0.9909624457359314,0.05,0.705,0.245,0.8622,B00NV5FO2U,Toby & Corrie Buchanan,5.0,Excellent Protein Powder,"We love this protein powder! The chocolatey taste is amazing and there is no chalky taste like you get with so many powders. It is our go-to lunch option mixed with fruit, greens, and milk.",Flavor Name: Chocolate,the United States,2023-08-10
843,0.33596619963645935,0.49122729897499084,0.17280644178390503,0.05,0.871,0.08,0.8408,B00NV5FO2U,John Doise,4.0,I would recommend this product,"Taste isn't spectacular, but it is doable. I bought this because it was on special and ""nearly"" matched the ingredients and numbers for protein, sugar, carbs, and fiber of my usual protein powder. But I'm confused re' ""20 servings"" because I'm not certain what a ""serving"" is in this case. Is it ""2 scoops"" as stated on the label? If so, that's 78 grams/serving because the scoop is 39 grams. And 680 grams total divided by the actual 78 grams/serving as stated on the label, is only 8.7 servings instead of the ""about 19 servings"" as stated on the label. Or is it ""36 grams"" as stated on the label? If so, it is one ""scant scoop"" per serving, not two scoop because one scoop is 39 grams. I went to the manufacturer's web site; alas: no customer service! I asked the question in the ""community"" here because sometimes we get lucky and the manufacturer actually responds. At this point, with my brief experience and the information on the label, I would not recommend this product if you shop for taste and value of product, including number of servings for the price.Update-- 2 canisters later:While I have an ongoing attitude about manufacturers including an inappropriate measuring device, I feel better about this one for two reasons:1) I used the measuring device included in the canister, shook off the excess, and actually counted for myself the # of servings/canister.  18.5. So the statement on the label, ""about 19 services"" is the truth.2) As a Blood-type A who is supposed to shun dairy products, I am not concerned about whatever minuscule amount of dairy would show up in this product just because is is ""processed in a facility that also processes milk...""",Flavor Name: Chocolate,the United States,2018-03-14
844,0.5435667037963867,0.34526321291923523,0.11117012798786163,0.078,0.75,0.172,0.7165,B00NV5FO2U,David Walker,2.0,New packaging is terrible,The packaging changed with my last order.  I have been a customer for over three years this new clear jar came and is terribly hard to open.  My wife had to hold it while I spun the lid off very slowly.  I hope the next jars that come are easier to open the previous white jars easily opened.,Flavor Name: Chocolate,the United States,2023-11-25
845,0.5679186582565308,0.3135262131690979,0.11855520308017731,0.051,0.725,0.224,0.9279,B00NV5FO2U,icequeen,3.0,Horrible taste,I’m going to finish this container and pray that it is what it says but I will find another brand to order because the vanilla flavor is awful!  Normally I add half a banana to my shakes and they taste great but this has a powerful chalky/ artificial sweetener type taste.  I only use half a scoop and lots of almond milk.  Any more would be way too strong.,Flavor Name: Vanilla,the United States,2023-07-17
846,0.03606804087758064,0.1912669986486435,0.7726649641990662,0.041,0.832,0.127,0.939,B00QP69ZMC,Debbie W-S,5.0,Excellent Protein Powder and Plant Based as WELL!!,"I read almost all of the reviews and as always some were good and others not so good.  Knowing a fair amount about protein powders and what to look for here goes....Taste:  Excellent vanilla bean flavor, not overpowering at all and NO chalky taste.  Taste similar to sweetened Almond Milk.Blending:  Blends extremely well with skim milk. I blend it in a cup first and then pour the milk over my cereal and fruit. There is no grainy taste at all and there is not too much Stevia and no after taste either.  As a matter of fact I added a bit of artificial sweetener to my cereal because I prefer my cereal sweeter than the average because it is unsweetened cereal.  My only issue is there are a fair amount of calories (180) in 2 tablespoons of powder.  I am using only one tablespoon of powder to about a cup of milk every two or three days.  I don't need any calories as I am quite weight conscious.  Try VEGA, I think you will love it!!",Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-11
847,0.0014758530305698514,0.01345313061028719,0.985071063041687,0.0,0.617,0.383,0.8898,B00QP69ZMC,Beatrice W,5.0,AMAZING PLANT PROTEN+,Love the flavor and how well our family recovers with this fantastic plant based protein with so many essentiall nuWutrients,Flavor Name: Essentials Vanilla (XL Tub),the United States,2023-12-07
848,0.31335875391960144,0.31200239062309265,0.3746388554573059,0.12,0.745,0.135,0.7585,B00QP69ZMC,Trblncolo,5.0,You're going to really like this protein powder,"Most protein powders taste horrible, full of ingredients you have to research just to know what its made of.All that grit and horrible taste. YUCK!I've tried to make other powders taste better, nothing worked.The #1 reason people stop the gritty protein powder,  gagging while drinking it.The others are just plain nasty. Talk about a waste of money.I came across this company and this amazing protein powder, I'm so glad I did.I used another protein powder I hated it, so I looked at some of the other protein powders. I bought small packages to try them out so I didn't waste anything or pay a lot for a protein powder I'll never consume again.I have some strange allergies, it limits what I can eat. I needed more protein.I'm so glad I found this! No gritty chunks or gagging taste, sugar or lab created sweeteners.I just wish I would've found this sooner.I make a few blended versions  I add a few things, to curb that sugar craving.A blender full of frozen strawberries, (you can use any fruit) two scoops of protein powder, about a cup of water and mix. I sometimes use pineapple, coconut and strawberries. Get creative.When I make this there's alot so I split it into two. One I freeze in a plastic cup, the other I enjoy. Now I'll have a frozen protein treat, especially when it gets hot outside.This protein powder is great with anything, no horrible taste.Try it. What do you have to lose? Take a walk on the wild side, be adventurous. It'll be a great decision.Toss that gritty powder and buy this. Smooth as silk.This will have your body saying, thank you!",Flavor Name: Strawberry Banana,the United States,2020-06-29
849,0.014459390193223953,0.08650718629360199,0.8990334868431091,0.023,0.908,0.069,0.5609,B00QP69ZMC,Sophie,4.0,Taste great...,I usually don't leave a review but because this was mixed reviewed and I gave it a shot and it was great...First I want to add I got the Caramel toffee and mix it with some vanilla soymilk and half a banana and blend it in my mini personal blended and it taste 😋 ☺️ amazing...it didn't have any texture since it was blend well and didn't have an after taste which I was worried about...The reason I gave it four and not five star was on how it looks like The container was only half full..as you can see in the photo I only used a scoopful and yet that is all that I have left in there....so even though the container is tall..it's really only half full....,Flavor Name: Caramel toffee,the United States,2023-11-16
850,0.36870163679122925,0.32672834396362305,0.3045700490474701,0.055,0.786,0.159,0.9352,B00QP69ZMC,Corraleno,5.0,"Best tasting vegan protein powder, hands down!","I hate the aftertaste of stevia and don't want a lot of fillers and artificial sweeteners. This protein powder tastes AMAZING and only has a few simple ingredients instead of a long list of fillers, gums, and artificial sweeteners. The Caramel Toffee is my favorite, I add a banana, vanilla soy milk, ice, and a packet of Four Sigmatic mushroom coffee and it takes like a frappuccino. Chocolate and Vanilla are also really good, although the Strawberry Banana seemed a bit bland and chalky to me compared to the others. All these reviewers claiming it's a scam and a rip-off apparently can't READ, since the listing clearly states in bold letters that there are 10 servings in a container. If you think the price per serving is too much, then buy something cheaper, don't leave a bad review for this because you didn't bother to read the listing!",Flavor Name: Caramel toffee,the United States,2022-02-22
851,0.06658175587654114,0.5250408053398132,0.40837740898132324,0.055,0.875,0.07,0.9272,B00QP69ZMC,Irene Nicole,3.0,Okay protien but can use some improvements!,"I want to start off by stating this.  I decided to go on a smoothie cleanse this month.  In the past I have went on smoothie cleanses however this this is my very 1st time using a protein shake,  therefore I have no other protein shakes to powders to compare this to. With that out if the way, I purchased this Vega Protien Powder, all in the same size,  in the flavors of Vanilla, Caramel Toffee and Strawberry Banana. I tried them in the past couple of days in the order mentioned above. I have only used one scoop per smoothie. I am using this smoothie as a meal replacement, only drinking it once a day, and along with the powder I am adding one or two spoon full of frozen fruits, one or two hand full of  fresh vegetables, almond milk, plain greek yogurt, and sometimes I will add ground cinnamon and a small dash of maple syrup to mask the flavors of the powder. I first mixed the powder with almond milk, very well, then incorporated the other ingredients afterward. For curiosity sake, I have tried all of the flavors with almond milk alone and with water, alone. Being that I have only had this protien powder for a couple of days, I honestly cannot judge it by its nutritional value as of yet. However preparing it as a hearty smoothie and only drinking one smoothie a day with nothing else other than a cup of hot tea at bedtime and water through out the day, has kept me satisfied and energized all day long, without feeling like I am starting myself. The texture is not chalky and the powder seems to mix well with the right amount of almond milk or water. I prefer it with plain almond milk as I find it to be more tolerable that way when drinking it alone. Out of the Vanilla, Caramel Toffee and Strawberry Banana flavors, I find the Vanilla and Coffee Toffee to taste the same, except the Caramel Toffee has a slightly salty after taste. But honestly, if someone blindfolded me and had me drink the Caramel Toffee, I would easily mistaken it for Vanilla. Neither if them taste good in my humble opinion. The Strawberry Banana isn't much better but it has a slightly more tolerable taste, especially while drinking it with just almond milk and it smell better. I believe I read somewhere in these reviews that it tastes like Caption Crunch Berries and I agree that it does taste like that but maybe like a less sweet version of it. My only major concern is that at the end of the ""simple"" ingredients, it says ""Natural Flavors"" but since these natural flavors were not specified and  listed it makes me feel like the company has something to hide. I bought this protien powder after researching many of them because I trusted this one will be the healthiest but not knowing what all the ""Natural Flavors"" are makes me feel a particular type of way. I took a picture of all of the powders as they are immediately after opening them, before using them and it is dissappointing to see that all of these containers are about half way full. If the company isn't going to fill it up, they need to put the formula in smaller containers. Despite what the serving size says, on the container, its deceiving and annoying that Inhave to stick half of my arm in, to get the scooper out and scoop up some of the powder. None the less, this is one of the least expensive protien powders I have seen on the market, and from what is provided on the packaging, it seems to be the healthiest choice, at this point in time. For those that are hyped up about buying the Caramel Toffee flavored powder, it may not be worth they hype. Too many people hyped it up which is why I bought it, but I'll try it again with two scoops next time to see if I can taste the different between this flavor and the Vanilla flavor. Your best bet may be Strawberry Banana if you are looking for flavor but don't plan on adding other things to it and Vanilla if you are going to incorporate other flavors to the drink. I also noticed the difference in the prices although they are all the same size, I don't know why that is, but if you are budgeting, it's worth paying attention to. None the less, I wish everyone buying these products the best....cheers to having better health!",Flavor Name: Strawberry Banana,the United States,2022-08-08
852,0.002068944973871112,0.01079095434397459,0.9871401190757751,0.0,0.746,0.254,0.9401,B00QP69ZMC,Gail Hilton,5.0,Yummy Delicious,Better than expected. This is my first time using this particular brand of protein powder. I was pleasantly surprised how well it tasted. The creamy vanilla is really good. It mixed well in the nutria-blender along with almond milk and a little frozen fruit. I used it prior to working out or playing Pickleball for 2 hours. I wasn’t hungry for 4 hours. A must buy!!,Flavor Name: Vanilla,the United States,2023-12-03
853,0.0009851534850895405,0.024700196459889412,0.9743146896362305,0.0,0.672,0.328,0.9863,B00QP69ZMC,NP21,5.0,Power-Up Your Day with Vega Protein and Greens!,"Vega's Protein and Greens Protein Powder is a game-changer in the world of plant-based nutrition. This powder combines a superb blend of plant-based protein and nutrient-rich greens to deliver a powerful health boost. With a delicious taste and a variety of flavors, it's an enjoyable way to refuel your body and support your active lifestyle. Free from artificial additives, it's a clean and sustainable source of energy. If you're looking to up your protein and greens intake, this powder is your tasty, convenient solution. Elevate your wellness journey with Vega!",Flavor Name: Coconut Almond,the United States,2023-10-19
854,0.09615781158208847,0.39948755502700806,0.5043546557426453,0.054,0.746,0.2,0.8982,B00QP69ZMC,Linda,5.0,Small Detail,"All good, I've  been using this protein powder for years to supplement protein intake. I like to mix it with plant based milk and fresh berries.One way to improve this product would be to place the scoop on the outside of the package / affix to the top of the container. It's kind of a bother and really messy to go digging into the powder to search for the scoop. I've learned to save the scoop from the previous container and use it instead of the one inside the mix.",Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-28
855,0.004812551662325859,0.01432843692600727,0.9808589816093445,0.0,0.794,0.206,0.7556,B00QP69ZMC,Terri,5.0,This flavor is the best and now I can’t find it,This is one of the tastiest wonderful protein powder and I would order again and again but now can’t find it anymore!!!!  Please bring it back it’s a HIT!!!,Verified Purchase,the United States,2023-11-29
856,0.009819085709750652,0.11920831352472305,0.8709725737571716,0.0,0.823,0.177,0.6808,B00QP69ZMC,Esme,4.0,It's good,It's a good flavor yet even mixed in the blender seemed kind of gritty in texture. I put a frozen banana and some ice in and that definitely notched it up.,Flavor Name: Caramel toffee,the United States,2023-11-01
857,0.0020941856782883406,0.10408098995685577,0.8938248753547668,0.0,0.706,0.294,0.6124,B00QP69ZMC,barnard wilson,5.0,Good tasting protein power,Use the powder in my smoothies for added protein.  Mixes well and taste good.,Flavor Name: Essentials Chocolate (Large Tub),the United States,2023-12-03
858,0.0022125490941107273,0.030697019770741463,0.9670904278755188,0.113,0.676,0.211,0.4912,B00QP69ZMC,Redd,5.0,Son didn’t complain,Bought this for my son’s protein shakes. So long as he doesn’t complain makes this product great!!,Flavor Name: Original Protein Creamy Chocolate (Large Tub),the United States,2023-11-28
859,0.002453349530696869,0.01516090240329504,0.9823858141899109,0.0,0.435,0.565,0.5994,B00QP69ZMC,Theus,5.0,Taste,I loved the caramel flavor,Flavor Name: Caramel toffee,the United States,2023-12-04
860,0.12814339995384216,0.45829442143440247,0.41356226801872253,0.052,0.805,0.143,0.9514,B00QP69ZMC,christine vongphrasouk,4.0,"WAS MY #1 PROTEIN, BUT NOW GRITTY/CHALKY FORMULA?","I have never found a protein I liked, but I use to drink this one all the time and it felt like a treat! It is usually hard to find in stores, so I stopped for a while only to discover that the label changed. I thought it would be the same but it was not the same as the previous version. This one is more chalky & tough to blend, giving it a gritty texture. I usually blend it with oat milk & bananas. Sometimes sprinkle cinnamon or drizzle some honey. I also noticed, for the price that it is not filled up. It is slightly more than half in the container. I am not asking it to be tightly packed, but a little more for the money would be nice especially with the bigger scoop they give you inside. I will try blending it again with a different oat milk and see if the texture improves, I hope it does!",Flavor Name: Caramel toffee,the United States,2023-07-14
861,0.0010127360001206398,0.015814872458577156,0.9831724166870117,0.0,1.0,0.0,0.0,B00QP69ZMC,Terri Chevalier,4.0,Looks good,Can't wait to try out this flavor in some desserts that I'll be making!,Flavor Name: Caramel toffee,the United States,2023-10-22
862,0.0029602779541164637,0.057773057371377945,0.9392666220664978,0.131,0.718,0.151,0.4215,B00QP69ZMC,Kindle Customer,4.0,Yummy sweet taste,This has a yummy vanilla flavor. I have tried it in a peanut butter banana shake and a pumpkin pie shake. I like to use less than two scoops so the shake won't have a gritty texture to it.,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-10-02
863,0.0010618346277624369,0.01814596727490425,0.980792224407196,0.0,0.603,0.397,0.5093,B00QP69ZMC,C. Graf,5.0,Great protein powder,One of my favorite protein powders!,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-24
864,0.0020113703794777393,0.01841416209936142,0.9795745015144348,0.0,0.81,0.19,0.8016,B00QP69ZMC,Richard G. Sheffield,5.0,Great value and love the taste.,I was buying the same brand at Walmart until I realized that I could get more than twice as much for the same price on Amazon. The taste is great and it blends really well in my little USB blender cup.,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-01
865,0.9503118395805359,0.04292897880077362,0.006759157869964838,0.245,0.589,0.165,-0.6228,B00QP69ZMC,Edye Marchese,4.0,It's Good,"It's good, not great, didn't love it. I went to Ka'Chava for everyday lunch. Everything else I've tried seems to upset my stomach or give me pain or doesn't taste great. I didn't love the taste of this either.",Flavor Name: Strawberry Banana,the United States,2023-09-20
866,0.0028519178740680218,0.02766473963856697,0.9694833755493164,0.054,0.633,0.313,0.962,B00QP69ZMC,Kate R,3.0,Happy with this Plant-Based Protein,"Overall, I like this protein powder. It's gluten-free, which is a big plus for me. No added sugar and plant-based protein are also great benefits. If there's anything to improve, it could be a little less sweet. I feel the price could also be a little lower. Taste improvement is needed and more flavor options would be appreciated. It's still a good supplement though!",Flavor Name: Berry,the United States,2023-12-09
867,0.001303935656324029,0.02759375609457493,0.9711022973060608,0.0,0.531,0.469,0.8658,B00QP69ZMC,Amazon Customer,5.0,Even better than expected,"A good, quality flavor and a great way to supplement the daily diet with healthy protein.",Flavor Name: Berry,the United States,2023-11-06
868,0.7638143301010132,0.19896681606769562,0.03721875324845314,0.0,0.893,0.107,0.7351,B00QP69ZMC,Marnet,4.0,Decent Protein Powder But Too Expensive,"This vegetable protein powder is decent but the markup on this stuff is just ridiculous.I can't imagine trying to justify charging $50 for 400g of protein powder.  To put it into perspective, the cost of chicken breast is $3-$5 for 1lb (450g). There are comparable brands on here with better prices.  Not worth it.",Flavor Name: Plain Unsweetened,the United States,2023-08-12
869,0.31648680567741394,0.49115872383117676,0.19235451519489288,0.159,0.756,0.085,-0.3753,B00QP69ZMC,Ms. Hill,4.0,Not the best tasting Vega.,It's fine and at the right price I'd order again...it just isn't the best tasting Vega I've had.,Verified Purchase,the United States,2023-09-12
870,0.007957486435770988,0.22353120148181915,0.7685112953186035,0.0,0.778,0.222,0.4588,B00QP69ZMC,Kindle Customer,5.0,Good,Taste is what expected. Blends well in cold or warm liquid. Can even bake with it.,Flavor Name: Caramel toffee,the United States,2023-10-31
871,0.10320109874010086,0.6176899075508118,0.27910906076431274,0.0,0.508,0.492,0.4404,B00QP69ZMC,Tiana,5.0,Okay taste,Easy on the stomach,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-09
872,0.0063817789778113365,0.035342928022146225,0.958275318145752,0.0,0.554,0.446,0.8639,B00QP69ZMC,Ada,5.0,Great,This taste great not chalky I was worried about that but it taste great for me,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-10-29
873,0.04355243220925331,0.7478751540184021,0.2085724025964737,0.0,1.0,0.0,0.0,B00QP69ZMC,Lismery de la Cruz ,5.0,Excelente,"LlegoComo esperaba , es súper buena para una persona  que le gustaria  perder peso.",Flavor Name: Vanilla,the United States,2023-10-27
874,0.004749121144413948,0.08840213716030121,0.906848669052124,0.0,0.423,0.577,0.6249,B00QP69ZMC,Alan,5.0,Feels a lot healthier than the non vegan ones,Tastes great with milk,Flavor Name: Original Protein Creamy Vanilla (Large Tub),the United States,2023-11-04
875,0.006638001184910536,0.0764472633600235,0.916914701461792,0.019,0.884,0.098,0.765,B00QP69ZMC,Abby,5.0,Great taste in smoothies!,"This is one of my favorite brands of plant protein. I can not use whey protein because I get severe acne break outs. This plant protein is great for blending in smoothies. All I use is milk, frozen strawberries, and Vega berry protein powder. It’s just an extra plus that it also comes with a serving of greens. It still has a bit of the chalky/gritty taste that comes with plant protein, but the flavor helps a lot. I will continue to buy this protein powder, but I also want to try the Vega sport protein with 30g.",Verified Purchase,the United States,2023-09-04
876,0.30418819189071655,0.4621797204017639,0.23363207280635834,0.087,0.825,0.087,-0.2465,B00QP69ZMC,itsmythical2us,5.0,All good no issues,"Seems good to me tastewize but then againThere's not much I whine about unless it's something thats pulled from the market then it must be nasty huh ....so with that said I'd buy this again ,it could use a little more in the can for the price ...others with one stars need to blend it otherwise they'll complain about the mix ..they need the intail to add it to milk or a smoothie because all these are really are additive as protien or a bone help",Flavor Name: Strawberry Banana,the United States,2023-09-06
877,0.43818190693855286,0.42788025736808777,0.13393785059452057,0.058,0.838,0.105,0.9605,B00QP69ZMC,gookie,4.0,My first 100% plant based protein powder,"I like trying new supplements. In the last couple years, I've moved away from protein powders simply because eating ""actual"" food is more satiable. Lately, I've incorporated protein powders into my diet for the sake of timing/speed to get to adhere to my schedule. I typically consume a protein shake (I keep it simple - in water, whole milk or sometimes nut based milk) or mix into oatmeal for breakfast in the mornings after I workout. No, I don't  believe in the anabolic-window bro science. I've tried basically every protein type (isolates, concentrates, blends, casein, etc.) out there and almost every brand. I prefer pure casein because I like my protein thick and casein will do that. I keep seeing vega everywhere I go (I've bought their protein/snack bars numerous times here - delicious) and got me interested in plant based protein. The only protein powder I've bought in the past that had plant protein was SAN's Metaforce and DYMATIZE's Elite XT (before reformulation). the soy protein was listed latter but it always had a nutty taste to it similar to soy beans.Anyways, saw a deal pop up for VEGAs protein+greens here and pulled the trigger. I always do my due diligence before buying a product so I knew this was stevia sweetened and i HATE stevia. no matter what you do, there is that gross (to me) aftertaste of stevia. I researched everywhere to find a sucralose or any artificially sweetened plant protein but to no avail. I get it - these brands want to promote a ""healthy"" ""lifestyle"" by using organic ingredients but from what I've read stevia also goes under a lot of processing. anyways, I hate stevia.with that being said the protein wasn't too bad. it had a green/brown color and smelled earthy. I liked the fact that this powder was not as powdery as some milk based proteins (where regardless of how careful you are, the powder goes everywhere).it can be easily mixed with a smooth and dissolved quickly without chunks.now taste...this is purely subjective but i definitely did not get ANY hint of vanilla and yes, I got that horrid stevia aftertaste. from a sweetness standpoint its in the middle (tried with with 8oz of water, whole milk and cashew milk). I also mixed it in oats and consistency wise it was on par with a casein blend protein. not watery but not too thick.macros...110 calories for 20grams of protein in a 30gram serving size....so 10grams of ""greens + filler_""overall I would have enjoyed this protein more if it wasn't sweetened by stevia. i would have been ok if they threw in actual sugar and maybe some erythritol ontop of that. i think they could easily get away with 130 calories a scoop with the added sugar and erythritol is basically negible.Keep in mind (for men) 1 serving contains 30% of your RDA of Iron.",Flavor Name: Vanilla (Discontinued),the United States,2018-01-17
878,0.2062123864889145,0.36017242074012756,0.43361520767211914,0.085,0.704,0.211,0.9751,B00QP69ZMC,Hello,4.0,updated review,"edit 5/2/23:Changed this from 3* to 4*. So I've been leaving this in my cupboard b.c of the strong taste, but last week I decided to give it another shot. Instead of using it in my smoothie though, I added the powder to milk. That was actually pretty amazing. So, for me, it's a big no no to use this in smoothies bc it clashes against other flavors and dominates, but it's great when the medium is milk!original review 1/13/23:While these powders are unnecessary for most with a good diet, for those times that supplements are needed, this one can fill that role. The problem is that the taste is so bad that I can't bring myself to give it anymore stars. I tried adding like 1.5 teaspoons-yes, TEASPOON-to my smoothie, but the taste is still there and pretty strong too. Oh, and it tastes nothing like vanilla",Flavor Name: Essentials Vanilla (Large Tub),the United States,2023-01-13
879,0.0024339286610484123,0.014712243340909481,0.9828537702560425,0.033,0.656,0.311,0.9033,B00QP69ZMC,Dr. Y. Lockhart,5.0,A perfect supplement shake/ Smoothie!,"This is an excellent choice for meal supplement. Blends smoothly and taste is quite pleasurable. You can add fruit or not, it isn’t mandatory for pleasurable consumption.Love it!",Flavor Name: Berry,the United States,2023-10-07
