,asin,user_name,review_star,review_title,text,date_and_country,product_name
905,B0CHZFN9BV,Shane and Christina ,4.0,"Great protein powder, I'll be buying it again","I would say this is a really good product.  I love that they fully disclose their label and are proud of their ingredients.  When you open the container, it doesn't just smell like powder it actually smells good.  The flavor was really good too, I'm not huge into sweets and this was a good balance of chocolate flavor.  It mixed really well, I didn't have any chucks of powder floating around. 100% WHEY ISOLATE, there is no whey concentrate in this product!! This makes me happy!  The only reason I did not give 5 stars is because the price is higher than some other proteins but you are getting what you pay for.  High quality protein powder.  I will be buying another container when Im finished with this one.","Reviewed in the United States on April 10, 2017",Flavor Name: Chocolate
906,B0CHZFN9BV,Mitch Seflin,5.0,The product is perfect for my needs,"Like, the product is 100% Whey protein isolate","Reviewed in the United States on January 19, 2023",Flavor Name: Unflavored
907,B0CHZFN9BV,Jennifer N,5.0,Husband says this is best tasting protein shake he has ever had!,He asked me to purchase the strawberry milkshake flavor and he loves it.  Husband is a gym rat who has had almost every protein shake out there.Will be purchasing again.,"Reviewed in the United States on November 5, 2022",Flavor Name: Strawberry
908,B079J39C1H,fastbysteve,5.0,Really good flavor and perfect for your added daily supplements,I am glad buying this product. So far I like it. I usually mix my powder into 16oz ice water and shake it drink it during work 2 hours before my lunch break. I feel full after the drink and feel great through out my day. I usually eat measured portion through out my day and decided to add this protein shake a try in my maintained diet. I may experiment 2 times a day to see how my overall weight and balance through out my day are like. 2 years a go i lost over 94lbs just by switching my eating habits and wanted to try out different protein shakes and this one have the vitamins I was looking for. Great product Thanks,"Reviewed in the United States on August 8, 2022",Flavor Name: Chocolate
909,B079J39C1H,Nycdoll,5.0,evey morning,I have had this shake every morning for years.,"Reviewed in the United States on July 8, 2023",Flavor Name: Chocolate
910,B079J39C1H,Amazon Customer,3.0,"Too expenseive, doesn't taste very good, and not that effective.",I really don't like the taste of the chocolate. It's pretty nasty. The vanilla is better for sure. I don't really recommend this brand either for the price. They became way too greedy setting the price at almost 100 dollars US.,"Reviewed in the United States on June 4, 2023",Flavor Name: Chocolate
911,B079J39C1H,Alicia Garcia,5.0,My husband loves this product!,The ease of mixing and the flavor makes this a favorite for my husband's smoothies. Will buy again!,"Reviewed in the United States on June 20, 2023",Flavor Name: French Vanilla
912,B079J39C1H,L. Baker,4.0,"Very sweet, but high quality.","I really like the ingredients, and it mixes well, has great texture and smell. But it's just way too sweet. I made a full Vitamix filled with fresh raspberries, a banana, carrots, kale, blueberries, cucumber, and added a scoop of this . It was so sweet I couldn't taste anything else. I don't use sugar. I drink unsweetened tea and coffee. No candies, etc. So trying to drink such an overwhelmingly sweet drink was horrible. I tried mixing it solo next and couldn't do it. My daughter loves it so she has it now. I'd love a less sweet version as the ingredients and quality are wonderful, otherwise.","Reviewed in the United States on March 18, 2022",Flavor Name: French Vanilla
913,B079J39C1H,Madeline,5.0,held me up together for 15 years and counting,"the only thing that’s been difficult about this product for me is the price. but it’s totally worth the effort to keep it in my budget. when i first started using vega all in one (a couple lifetimes ago) there was definitely an intestinal adjustment period (farts, soft stool, regular high fiber/high protein stuff). i have been through seven-mile-daily-run periods of my life, stagnant injury periods of my life, pregnancy, breast feeding. IM NOT EVEN VEGAN ANYMORE. i had to start eating meat ten years ago, but i eat as little as i need. and vega has always been my most supportive supplement. i run and weight train and am a self employed single parent, and this stuff absolutely sustains my life.","Reviewed in the United States on August 21, 2022",Flavor Name: French Vanilla
914,B079J39C1H,Victoria Gordon,3.0,Its good but expensive,"So ive really enjoyed this protein powder for a couple months now and I think the added vitamins is really nice the flavor is good all around really enjoy this. The biggest issue I have is with them lowering the amount of servings you get for the price. Literally about a month ago it was 30 servings for the same price it is now, I just ordered it a week ago and it was 20 servings for the same price and now its 18 servings. That is ridiculous I may try a different protein powder because of the ridiculous cost of this.","Reviewed in the United States on January 10, 2023",Flavor Name: French Vanilla
915,B079J39C1H,J. L. B.,5.0,Like this brand,"This brand is my favorite for vegan protein.  It tastes good, is good for you,  and even my three year old loves it.  There aren't any weird spices or flavors in it. It blend well in my blender. I can mix it with juice or vegan milk and add whatever I want and it always tastes good.  Love it, thanks .","Reviewed in the United States on February 20, 2023",Flavor Name: French Vanilla
916,B079J39C1H,kimberly carter,5.0,Love this!,"My daughter and I just finished a 30 day Candida cleanse and I needed something that had no sugar, dairy or gluten. I read about this in a book called the Flat Belly Diet. He recommended this exact product. So, I ordered some and LOVE it! Blends well and tastes great!","Reviewed in the United States on March 18, 2023",Flavor Name: Chocolate
917,B079J39C1H,Amazon Customer,2.0,Taste,I ordered this because I could not find the Natural flavor any longer.  Disappointed in the taste of French Vanilla.  Not a fan.,"Reviewed in the United States on November 29, 2023",Flavor Name: French Vanilla
918,B0CHZFN9BV,Inuyasa,1.0,The Fake Sugar Taste is Overwhelming,"I'm very used to putting sugar substitutes in my body and have found sugar-free items sometimes taste BETTER than their full sugar counterparts. This, however, is just awful. I love sweets, but this stuff is what you imagine when people use the term ""sickly sweet"". I used it in a bariatric protein cookie recipe and it was STILL too sweet. It also has that artificial sweetener aftertaste. If you like it, more power to you. I wish they'd re-formulate so I can enjoy it too.","Reviewed in the United States on October 30, 2023",Flavor Name: Blueberry Muffin
919,B0CHZFN9BV,AM,5.0,Always Fire,Nutrabio Nutrabio Nutrabio… get big and feel slim while doing it!!,"Reviewed in the United States on February 19, 2023",Flavor Name: Cookies and Cream
920,B0CHZFN9BV,Kevin N.,5.0,My go-to protein supplement,"This item is a bit pricier than most of the protein powders out there and at first I was a little hesitant to switch from Optimum Nutrition which had previously been my go to. A friend who was in a few body building competitions recommended me this brand. It is by far the best tasting protein powder I've ever had. I usually just take it with water as it doesn't need anything else to give it flavor or mask the flavor.Additionally the macros on this are phenomenal with a ton of protein for almost no carbs. I've been on a high carb, high protein, low fat diet as a runner and this is often the difference between me hitting my protein macros or not. Additionally they are very transparent about their ingredients and do not hide behind proprietary formulas like some other companies.","Reviewed in the United States on October 24, 2019",Flavor Name: Chocolate
921,B0CHZFN9BV,Jimmy Pritchard,5.0,Good service great product!,Good service great product!,"Reviewed in the United States on April 17, 2023",Flavor Name: Vanilla
922,B0CHZFN9BV,Taisia Zogba,5.0,Exceeded expectations !,I haven't been using protein because most of them taste chalky. However nutribio is very thick and creamy and tastes amazing when mixed with fruits and a little almond milk. With water or milk it still very tasty,"Reviewed in the United States on November 3, 2022",Flavor Name: Vanilla
923,B0CHZFN9BV,Rafael Gleason,5.0,Excelente producto muy completo,Muy buen producto excelente calidad,"Reviewed in the United States on March 22, 2023",Flavor Name: Vanilla
924,B0CHZFN9BV,Adonis Enriquez,5.0,Blueberry Muffin is Amazing! Tastes like Blue Go-Gurt!,"I've previously purchased the strawberry ice cream whey isolate and while the quality of the whey isolate was good, the flavor was nothing spectacular. Tasted like the strawberry wrapper candies you would eat as a kid, but It was a very mild flavor. Now that I'm finished with it, I figured I would try another flavor and most reviews recommended the blueberry muffin flavor and I can definitely see why! I didnt get any muffin flavor but I did taste a lot of blueberry. The best way to describe it would be like blue Go-Gurt! Reminded me of when I was a kid and I would eat a nice chilled Go-Gurt after a day of playing sports! I like to mix one scoop it with 6 oz of cold water to get that creamy yogurt texture. If you like blue Go-gurt or blueberries then defintiely get this flavor!!!","Reviewed in the United States on July 26, 2019",Flavor Name: Blueberry Muffin
925,B0CHZFN9BV,Shane and Christina ,4.0,"Great protein powder, I'll be buying it again","I would say this is a really good product.  I love that they fully disclose their label and are proud of their ingredients.  When you open the container, it doesn't just smell like powder it actually smells good.  The flavor was really good too, I'm not huge into sweets and this was a good balance of chocolate flavor.  It mixed really well, I didn't have any chucks of powder floating around. 100% WHEY ISOLATE, there is no whey concentrate in this product!! This makes me happy!  The only reason I did not give 5 stars is because the price is higher than some other proteins but you are getting what you pay for.  High quality protein powder.  I will be buying another container when Im finished with this one.","Reviewed in the United States on April 10, 2017",Flavor Name: Chocolate
926,B0CHZFN9BV,Mitch Seflin,5.0,The product is perfect for my needs,"Like, the product is 100% Whey protein isolate","Reviewed in the United States on January 19, 2023",Flavor Name: Unflavored
927,B0CHZFN9BV,Jennifer N,5.0,Husband says this is best tasting protein shake he has ever had!,He asked me to purchase the strawberry milkshake flavor and he loves it.  Husband is a gym rat who has had almost every protein shake out there.Will be purchasing again.,"Reviewed in the United States on November 5, 2022",Flavor Name: Strawberry
928,B079J39C1H,D. Nakafuji,4.0,"My post workout treat, tastes like a chocolate shake, good fiber and vitamin content","Just have tried the chocolate flavor (chocolate fan here), and I like that it blends well into my unsweetened almond milk, has a whole list of vitamins and a good amount of fiber added.  However, I wish it wasn't so pricey. . I tried another brand of plant based protein shake,but always prefer Vegaone all in one shake. (The other brand doesn't have vitamins or fiber added).","Reviewed in the United States on August 14, 2022",Flavor Name: Chocolate
929,B079J39C1H,Deneice Williams,3.0,Protein powder,I recently purchased the large Vega coconut almond it's good and taste it mixes well with almost anything easily the quality is very good I gave it a three because for as much as it cost and it is expensive I want my whole container filled to the top it's a little over halfway filled as you can see in the picture,"Reviewed in the United States on March 14, 2023",Flavor Name: Coconut almond
930,B079J39C1H,Carol81624,5.0,Flavor,Shockingly good taste.  I was expecting to just forcing it down for the healthy benefits of this drink.  But it was actually very good.  I use the extra creamy oat milk.,"Reviewed in the United States on April 29, 2023",Flavor Name: French Vanilla
931,B079J39C1H,Enzen,4.0,Regular purchase,I’ve been using this to get more fiber in. I love that it doesn’t have artificial ingredients or a ton of carbs. That seems hard to find. Taste is…not bad…I do wish it was a little less messy though. Hard to do the scoops without making a mess.,"Reviewed in the United States on September 2, 2022",Flavor Name: French Vanilla
932,B079J39C1H,MaineMouser,5.0,The best way to get your healthy on!,I love this product.  I use it daily.  It has just the right amount of protein to keep me full for hours!  That in turn means less eating and snacking.  This is usually my lunch.  I use a blender and sometimes add additional fruits or veggies for an added punch.  That is not needed but it makes for a nice change in flavor.  I don't find it gritty or chalky.  The ingredients are amazing!!  I would never eat the amount of ingredients in a day so it's very helpful for my nutrition.,"Reviewed in the United States on September 26, 2022",Flavor Name: French Vanilla
933,B079J39C1H,Tackleberry2047,4.0,Tastes better than it smells,"Was curious to try this after switching from a powder I have used for 6 years. First thing I noticed was the over powering, what I’ll call, vitamin smell when I opened the container. Knowing there was going to be some adjusting, I made it and the smell didn’t get any better but I was already committed so I tasted it. To my surprise, it tastes nothing like it smells in a good way. I found that pouring it into a tumbler so I can’t smell it as I drink it is the way to go. Love the results, have bought 3 more times since","Reviewed in the United States on October 9, 2021",Flavor Name: Coconut almond
934,B079J39C1H,Klv,5.0,Vega nutrition supplement,Only like chocolate. As I am a chocoaholic! Price was the big selling point for me.,"Reviewed in the United States on May 30, 2023",Flavor Name: Chocolate
935,B079J39C1H,Asha N. Garg,5.0,They arrived just the time that you promised. Thank you all. Happy Holidays and New year. Asha,"This is a very Healthy Item and I have been buying and using it for several years. Thank you Amazon for making it possible. AshaAll of the items that I havr ordered through you I am very very pleased with time felivery. Keep up that way. Thank you all. I am wishing you all a very safe, productive New year. Asha","Reviewed in the United States on December 27, 2022",Flavor Name: Mocha
936,B079J39C1H,Hillary Wilcox,5.0,Tastes amazing,Wish the cost wasn't so high,"Reviewed in the United States on June 17, 2023",Flavor Name: Chocolate
937,B079J39C1H,Amanda Key,5.0,Blend me a Vega!,"I absolutely love this shake. I make one every morning with fruit, spinach, almond milk, peanut butter, and collagen. It is the best thing in the world. Not only do I put my ingredients in to make a meal that last, but this shake alone has some major ingredients. Very green and healthy. I love it.","Reviewed in the United States on January 19, 2023",Flavor Name: French Vanilla
938,B00NV5FO2U,Dave,5.0,Plant-based Protein Powder with Healthy Ingredients,"I think I eat very healthy but wanted to get a little more protein in my diet.  After quite a bit of research, I chose this organic protein powder from company Purely Inspired.  Per serving, it has 22 grams of plant-based protein (pea and brown rice), only 2 grams of sugar, and no sugar alcohols.  It also has a probiotic, as well as a prebiotic (Inulin).  It has relatively low sodium, a decent amount of fiber, and claims to have zero cholesterol, although the product contains coconut oil which does have cholesterol.The protein powder came in the mail today.  I got the vanilla flavor because I figured it was more versatile than the chocolate.  When you first open the jar, you will notice that the powder doesn’t come all the way to the top, maybe about 80% up.  I used a long spoon to pull up the enclosed scoop, which was about half way down.  After reading other reviews about the taste, I started off with just 1/2 scoop of powder.  I added unsweetened almond milk and frozen berries (blueberries, raspberries, and blackberries) and blended it.  It did blend nicely, with no clumps of powder.  However, it was too thick, so I added water and blended again.  When I drank it, I did notice the vanilla flavor, which tasted somewhat artificial.  It certainly didn’t have an overwhelming taste, as mentioned in some of the reviews that I read.  Next time, I’ll add some honey which I suspect will dampen the vanilla taste.  I’ll also test with other sweeteners such as maple syrup (the real Vermont stuff) as well as carob.Because of its plant-based protein and healthy ingredients, I definitely will be purchasing this brand of protein powder again.Update:  I recently tried the protein powder in the oatmeal I make every morning.  The oatmeal contains frozen berries, raisins, coconut oil, pecans, and unsweetened almond milk.  I added the protein powder and a little extra almond milk.  It turned out great.  I also tried it in pancakes today, again adding the protein powder and a little extra almond milk.  Again, it tasted great.  In both cases, there was no noticeable funky taste of the vanilla.","Reviewed in the United States on March 17, 2023",Flavor Name: Vanilla
939,B00NV5FO2U,S. M.,5.0,Actually pretty good product,"I read other comments and was wondering if I should purchase the product. However, the price was good and I gave it a try. This is my observation:- Flavor: comparable to other products (Garden of Life, etc). Not too tasty since it’s not very sweet but quite nice chocolate flavor (compared to other chocolate pea protein powders that I have tried). Chalky taste? Not as a few options I tried before. It could be different with other flavors (vanilla, etc but I didn’t try those so I don’t know)- Blending: I just tried to blend it with room temperature water and it’s perfectly easy to blend. Some got stuck on the tip of the spoon but it’s not difficult to use a finger to push it down the glass and stir all to dissolve. The blend looks a bit shiny and we’ll blended.- Value: for 18 servings, each with 22grams of protein and 5 grams of fiber, low carb, this is great value! I tried a few options before and they are very similar but at higher price points. Not $15 for 18 servings!! This is less than $1 per glass of high protein, easy to digest and won’t clog your stomach.- Vegan friendly: okay mine only says could processed in facility with eggs and coconuts. I know it’s not ideal for vegan (I’m not a vegan). Quality could be issue as some people complained their product labels show processed in facility with milk, etc- Design: this product looks totally similar to quite a few other products so I have no comments about their brand distinction in terms of standing on the shelves at all. All have green cap, white plastic box, label with lots of veggies, letter fonts, etc- Shipping: 2 days, packed wellShould I buy it again? Yes, as I got decent value from the protein drink: economical price, high protein, easy to digest, good flavor.","Reviewed in the United States on May 5, 2022",Flavor Name: Chocolate
940,B00NV5FO2U,SmartBuyer,4.0,Great Product -Be Honest about sizing and use good packaging,"I have been using this in smoothies for more than 5 years. It is high quality vegan organic protein, tastes good, and blends well. The product itself is great and in the past had a long shelf life. 5 stars there!However in the past year they reduced the size of the container twice! From 1.5 lbs to 1.35 lbs and now to 1.25 lbs. They promote their new container is better; better for the manufacturer I think. The plastic is lighter weight and is clear. I have not had it long enough to know but I wonder if, in the new container, the product will have the same shelf life.The size change is subtle; the UPC is unchanged. To the company: be honest!, if you feel you need to raise the price then raise the price. I would prefer a solid white container of 1.35 or 1.5 lbs at a higher price. These changes earn you a 2-3 star rating which is the reason for the 4 star rating.","Reviewed in the United States on November 15, 2023",Flavor Name: Chocolate
941,B00NV5FO2U,Emily ,5.0,Great in protein shakes,"I used this powder in a protien shake with spinach, banana, almond milk, and greek yogurt. I really enjoyed the flavor and the 22 grams of protein kept me full. I can't attest to drinking it on it's own with water/milk, but this powder definitely works well in shakes. I rated the ""ingredient quality"" as only 4 stars because I'm not crazy about some of the ingredients, like the ""natural flavors"". Overall, very tasty and a great alternative to whey if you're vegan or have a sensitivity.","Reviewed in the United States on December 20, 2023",Flavor Name: Vanilla
942,B00NV5FO2U,K,5.0,Clean and delicious!,"After reading reviews, I was a bit nervous about the taste but it is delicious. Not overly sweet and the ""decadent chocolate"" flavor lives up to the decadent. It is rich and filling. My personal favorite vegan chocolate protein. Will definitely buy again.Regarding consistency, I blend mines and it came out perfectly smooth. 1 scoop (35g, larger than most other brands), 10 oz of Almond Milk, 2 tbsp of PB and a large banana.","Reviewed in the United States on December 12, 2023",Flavor Name: Chocolate
943,B00NV5FO2U,Kindle Customer,3.0,New container nearly impossible to open,"I've used this product for maybe a year, it's perfectly fine as a shake, but I just received the newly designed container and I couldn't open it. My husband was able to, but even he struggled for far longer than anyone should have to. This is a terrible design choice, one I hope they resolve soon. I'd give it fewer stars since this could be a real issue for someone else, but I'll still keep buying it for now.","Reviewed in the United States on December 24, 2023",Flavor Name: Vanilla
944,B00NV5FO2U,Jeanette,5.0,Comparable to other vegan protein powders,"I historically used Vega Protein and Greens but stopped buying due to price increases. I wanted to start using Protein powder again and found this one at less than half the price of Vega. I also liked that is high in iron as I'm deficient. It's similar to other pea protein powders. With that, it can be hard to mix with cold beverages so I've learned to mix with room temp or warm water and add ice after blending.  I found the vanilla flavor to be good - not too sweet or fake. I'd definitely purchase again.","Reviewed in the United States on December 11, 2023",Flavor Name: Vanilla
945,B00NV5FO2U,Marquita W.,4.0,Taste,"It's OK, I like that it's organic and vegan but the taste is something I don't to much care for. I got it to add to my shakes but only do half a scoop not the whole scoop because it will taste grainy. I'll use it as a back up tho.","Reviewed in the United States on December 20, 2023",Flavor Name: Vanilla
946,B00NV5FO2U,Amazon Customer,4.0,"Tough to open, but worth it!","The new packaging is astoundingly difficult to open. Please revise this! The new recipe has an improved taste, but it’s disappointing there’s marginally less protein (i.e., 20g now compared to 22g before). Overall, this is still the best deal for vegan protein with clean ingredients, and I would recommend to anyone with super strong hands who can manage to open it.","Reviewed in the United States on December 16, 2023",Flavor Name: Chocolate
947,B00NV5FO2U,Lisa V. Proulx,4.0,Love the product but cannot open,"I love this product and I'm glad I found out on Amazon, because it is difficult to find in my area. However, the lid is so tight on these containers, they are almost impossible to open.I have arthritis and cannot open these containers. My husband also has arthritis but took it to his garage and finally after an hour was able to use some tools to remove the lid.I really hope the manufacturers address this issue because I'd like to continue to order this through Amazon.","Reviewed in the United States on November 25, 2023",Flavor Name: Chocolate
948,B079J39C1H,hencoop,5.0,"The ORGANIC versions are even better than the old versions--it's a MUST TRY, if you are following a high-protein diet","I discovered Vega One All-In-One Protein Powder about 3 years ago, when I read David Zinczenko's book, ""Zero Belly Diet.""
  
Zero Belly Diet: Lose Up to 16 lbs. in 14 Days!







  
  
     His smoothies--and the tip to use these Powders as a short-cut--were one of the biggest and most lasting changes to my eating habits.  I have been making these shakes ever since... sometimes as a breakfast or lunch, sometimes as a mid-afternoon ""snack.""  It's like packing a whole vegan meal plus lots of other goodies (probiotics, Omega-3s, fiber, lots of protein...) into one glass.  Best of all, it's GLUTEN-FREE.I usually make a smoothie with it, using almond milk and frozen berries; but when I travel, I bring the individual packets and a shaker cup and just mix it up with water in a pinch.I tried several flavors, and liked the French Vanilla and Chocolate flavors best, at first; until the Coconut Almond and Mocha flavors came out!  I would have given the older non-organic version of the Powder a 4-star rating, because they all seemed to have a bit of an after-taste; but I was still a big fan... the new ORGANIC versions have a MUCH better taste.","Reviewed in the United States on April 19, 2018",Flavor Name: Coconut almond
949,B079J39C1H,monotonous,5.0,The best.,I have a smoothie everyday for lunch. This one i add some frozen fruit to it and a bit of yogurt. Amazing how it keeps me full and aids in weight loss till dinner,"Reviewed in the United States on March 9, 2023",Flavor Name: French Vanilla
950,B079J39C1H,Ryan Amescua,5.0,Tastes GREAT!,Love this stuff and has everything essential for you! Can even mix with more with the vanilla flavor!,"Reviewed in the United States on May 8, 2023",Flavor Name: French Vanilla
951,B079J39C1H,Chen G.,5.0,My dad likes it,Bought it for my dad who lost appetite and he likes it,"Reviewed in the United States on May 20, 2023",Flavor Name: French Vanilla
952,B079J39C1H,Nancy3821,4.0,"I didn't know it was green, as in the color green","Okay, it is nutritious, the flavor is quite good...I hate to be a baby but I didn't know it was green.  I felt sick looking at it...thick and green.  I suppose if one had a blender and some ice it would have helped.  I just tried to stir it onto some milk...but there really are so many possibilities.  After mixing you could always close your eyes 8 ) before drinking it.","Reviewed in the United States on March 11, 2022",Flavor Name: French Vanilla
953,B079J39C1H,JBlazing,2.0,What's up Vega 1?,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     I literally laughed out loud when I got my Vega one berry today!  I have several different serious conditions and need to have optimal nutrition to help support my body and make and make my medications work better. I cannot take any kind of synthetic vitamins or minerals so I rely on Vega for my nutrition and have for years.  Honestly, I would have to put a small scoop of Breyers natural vanilla ice cream in my smoothies sometimes because the texture was a bit gritty no matter how much liquid I added and the taste of some flavors just was not all that great.  But I'm a realist and I understand that this is made of all fruits and vegetables and is all natural.  Also the probiotics are some of the only kinds I can tolerate so I've been a dedicated and faithful customer for years. Since I love to add berries to my smoothies, I figured it was time to try the berry flavor as I had tried the chocolate, the vanilla and the chai. When I received the tiny container I was surprised but even more surprised at the amount that was inside!! I figured the small size of the container was due to their policy of using recycled plastics which I'm a huge fan of but wait---- see video","Reviewed in the United States on May 10, 2022",Flavor Name: Berry
954,B079J39C1H,wardamncrisman,5.0,Double break-mixes and smells good.,I enjoy a scoop of this when i cut my shake powder in the morning. Smells like chicory.,"Reviewed in the United States on May 1, 2023",Flavor Name: Unsweetened
955,B079J39C1H,Capuchin,2.0,Tastes terrible,It does keep you full but I don’t like the taste at all.,"Reviewed in the United States on October 19, 2023",Flavor Name: Chocolate
956,B079J39C1H,Alladan Flinn,5.0,Love,We love this protein we’ve been using it for a few years now and have no complaints. It’s expensive but it is super healthy and worth every penny.,"Reviewed in the United States on February 19, 2023",Flavor Name: Chocolate
957,B079J39C1H,Kristina Schlappi,3.0,Not comparable to Shakeology,"I was looking for a more affordable replacement for Shakeology and this lacks in taste and texture, even adding a half a banana or PB to make it creamier.. unfortunately it just doesn’t blend well. Going back to my Vegan Shakeology. 😭","Reviewed in the United States on January 5, 2023",Flavor Name: Chocolate
958,B00NV5FO2U,Margaret H.,4.0,"New Month, Different Product","I have been buying this Organic Protein powder for about 6 months. I have been using it for a lunch supplement. The pictures are of last months and this months containers. The new container boasts New Look, Better Flavor. What I got was less protein, more carbs and less fiber. But it's also 10 calories less, big deal. On top of that, there is less in the container. Very disappointing. I guess they didn't think people would notice.","Reviewed in the United States on November 20, 2023",Flavor Name: Chocolate
959,B00NV5FO2U,Eddie & Jeanne Silva,4.0,Different ingredients,"The purely inspired organic protein ,French Vanilla , not only taste the best but has better ingredients than the, Creamy French Vanilla.  The French Vanilla has organic Rebaudioside from the Stevia plant, which has less bitterness than what the Creamy French Vanilla uses , which is organic steviol glycosides. The Creamy French Vanilla also uses Xanthum Gum , which the French Vanilla does not.","Reviewed in the United States on November 11, 2023",Flavor Name: Vanilla
960,B00NV5FO2U,Shaman34,4.0,I loved the 4 lb container,This used to come as a 4lb container with a free shaker bottle each time. Was hands down best deal on the market. I used this daily for 3 years and was so happy with it. Now I eat solely pea protein to have more protein per serving and no additives. But this is worth trying if you can find a good deal and want some added flavor in. You can also add cacao or cocoa powder for flavor and health benefits.,"Reviewed in the United States on October 28, 2023",Verified Purchase
961,B00NV5FO2U,LmnoP,3.0,Immediate buyers remorse.,"I have this nasty habit of getting the cheapest version of whatever I am looking for and this protein powder was the cheapest plant based and GF.You really get what you pay for. Today, against my better judgment after smelling it, I decided to give it a try. I mixed a tablespoon....ONE TBSP...with a vanilla greek yogurt/fruit smoothie bowl.When the first bite hit my mouth I knew that I'd made a mistake. I plugged my nose but it was too late. I though about spitting it out but my body was frozen, in shock I think. I blended this stuff in a ninja for quite some time and somehow I could still feel the kenetic sand like texture in my mouth.The taste, man. I don't really know how to describe it. Have you ever smelled a multivitamin and been left in shock? The kind where you're afraid to burp after you take it and can't understand what's in it that made it smell that way. That, cardboard and vanilla cake is what this tastes like.I can't return it so I'll try to bury it in foods and drinks little by little but if a tablespoon is that strong I really don't know how that would work.I'm not a picky person. I drink a bone broth every morning that tastes like a barn smells. But this is far too much. Just pay a little more and get some that tastes bearable.","Reviewed in the United States on November 8, 2023",Flavor Name: Vanilla
962,B00NV5FO2U,Bill Anti,4.0,Is good.,Taste fine and has the protein you need,"Reviewed in the United States on December 3, 2023",Flavor Name: Vanilla
963,B00NV5FO2U,Charles Carrithers JR,4.0,Purely Inspired Plant Based Protein Powder,Purely Inspired Plant Based Protein Powder was on sale the multiple times I have purchased it.Pros-Price-Organic Ingredients-Vegan-No ErythritolCons-Chalky Taste-Hard to Blend-Scoop is abnormal size making it hard to scoop & messy to transfer to blender bottleWill purchase again only when it is on sale.,"Reviewed in the United States on November 1, 2023",Flavor Name: Chocolate
964,B00NV5FO2U,Kim,5.0,Taste yummy,Like the taste and I mix it with my coffeeHealthy choice,"Reviewed in the United States on December 25, 2023",Flavor Name: Peppermint Mocha
965,B00NV5FO2U,dlktflwr,5.0,"Love the flavor, been using for many years.","Edited my review because I was mistaken on the size of the scoop.After using my food scale, it's very close to the weight using that large scoop; however, another Amazon customer said it's approximately 1/4 cup if that will help anyone.I often just add a TBL to one of my ready-made nutrition shakes for the vegetable chocolate.","Reviewed in the United States on November 17, 2023",Verified Purchase
966,B00NV5FO2U,Jimmyt53,5.0,Healthy protein drink,"I use this almost dailyAlmond milk, 5 strawberries, crushed iceThis makes a great semi frozen shake.","Reviewed in the United States on December 10, 2023",Flavor Name: Vanilla
967,B00NV5FO2U,Mark,5.0,Good flavor,"Product arrived in a sealed container without any issues. I was lucky enough to find a scoop close to the top so I didn't have to dig far in. Protein taste great surprisingly! As far as some reviews state how they changed the quantity, one gram of protein give or take doesn't really bother me. I personally like the fact that one scoop equals one serving size. This product dissolves easily in my shaker, and is dairy free according to the manufacturer. So far I haven't had any issues. Will be writing an update in the future if anything changes.","Reviewed in the United States on October 29, 2023",Flavor Name: Chocolate
968,B079J39C1H,hencoop,5.0,"The ORGANIC versions are even better than the old versions--it's a MUST TRY, if you are following a high-protein diet","I discovered Vega One All-In-One Protein Powder about 3 years ago, when I read David Zinczenko's book, ""Zero Belly Diet.""
  
Zero Belly Diet: Lose Up to 16 lbs. in 14 Days!







  
  
     His smoothies--and the tip to use these Powders as a short-cut--were one of the biggest and most lasting changes to my eating habits.  I have been making these shakes ever since... sometimes as a breakfast or lunch, sometimes as a mid-afternoon ""snack.""  It's like packing a whole vegan meal plus lots of other goodies (probiotics, Omega-3s, fiber, lots of protein...) into one glass.  Best of all, it's GLUTEN-FREE.I usually make a smoothie with it, using almond milk and frozen berries; but when I travel, I bring the individual packets and a shaker cup and just mix it up with water in a pinch.I tried several flavors, and liked the French Vanilla and Chocolate flavors best, at first; until the Coconut Almond and Mocha flavors came out!  I would have given the older non-organic version of the Powder a 4-star rating, because they all seemed to have a bit of an after-taste; but I was still a big fan... the new ORGANIC versions have a MUCH better taste.","Reviewed in the United States on April 19, 2018",Flavor Name: Coconut almond
969,B079J39C1H,monotonous,5.0,The best.,I have a smoothie everyday for lunch. This one i add some frozen fruit to it and a bit of yogurt. Amazing how it keeps me full and aids in weight loss till dinner,"Reviewed in the United States on March 9, 2023",Flavor Name: French Vanilla
970,B079J39C1H,Ryan Amescua,5.0,Tastes GREAT!,Love this stuff and has everything essential for you! Can even mix with more with the vanilla flavor!,"Reviewed in the United States on May 8, 2023",Flavor Name: French Vanilla
971,B079J39C1H,Chen G.,5.0,My dad likes it,Bought it for my dad who lost appetite and he likes it,"Reviewed in the United States on May 20, 2023",Flavor Name: French Vanilla
972,B079J39C1H,Nancy3821,4.0,"I didn't know it was green, as in the color green","Okay, it is nutritious, the flavor is quite good...I hate to be a baby but I didn't know it was green.  I felt sick looking at it...thick and green.  I suppose if one had a blender and some ice it would have helped.  I just tried to stir it onto some milk...but there really are so many possibilities.  After mixing you could always close your eyes 8 ) before drinking it.","Reviewed in the United States on March 11, 2022",Flavor Name: French Vanilla
